Provinsi,Kota,Kecamatan,Desa
Jawa Barat,Ciamis,Lakbok,Sidaharja
Jawa Barat,Ciamis,Pamarican,Sidaharja
Jawa Barat,Ciamis,Pamarican,Sidamulih
Jawa Barat,Ciamis,Cisaga,Sidamulya
Jawa Barat,Ciamis,Purwadadi,Sidarahayu
Jawa Barat,Ciamis,Lakbok,Sindangangin
Jawa Barat,Ciamis,Banjarsari,Sindangasih
Jawa Barat,Ciamis,Panumbangan,Sindangbarang
Jawa Barat,Ciamis,Banjarsari,Sindanghayu
Jawa Barat,Ciamis,Panumbangan,Sindangherang
Jawa Barat,Ciamis,Sindangkasih,Sindangkasih
Jawa Barat,Ciamis,Sukamantri,Sindanglaya
Jawa Barat,Ciamis,Panumbangan,Sindangmukti
Jawa Barat,Ciamis,Ciamis,Sindangrasa
Jawa Barat,Ciamis,Banjaranyar,Sindangrasa
Jawa Barat,Ciamis,Cikoneng,Sindangsari
Jawa Barat,Ciamis,Kawali,Sindangsari
Jawa Barat,Ciamis,Banjarsari,Sindangsari
Jawa Barat,Ciamis,Rajadesa,Sirnabaya
Jawa Barat,Ciamis,Rajadesa,Sirnajaya
Jawa Barat,Ciamis,Rancah,Situmandala
Jawa Barat,Ciamis,Sukadana,Sukadana
Jawa Barat,Ciamis,Cihaurbeuti,Sukahaji
Jawa Barat,Ciamis,Rajadesa,Sukaharja
Jawa Barat,Ciamis,Cihaurbeuti,Sukahurip
Jawa Barat,Ciamis,Pamarican,Sukahurip
Jawa Barat,Ciamis,Cisaga,Sukahurip
Jawa Barat,Ciamis,Sadananya,Sukajadi
Jawa Barat,Ciamis,Pamarican,Sukajadi
Jawa Barat,Ciamis,Rajadesa,Sukajaya
Jawa Barat,Ciamis,Pamarican,Sukajaya
Jawa Barat,Ciamis,Panumbangan,Sukakerta
Jawa Barat,Ciamis,Cihaurbeuti,Sukamaju
Jawa Barat,Ciamis,Baregbeg,Sukamaju
Jawa Barat,Ciamis,Sindangkasih,Sukamanah
Jawa Barat,Ciamis,Sukamantri,Sukamantri
Jawa Barat,Ciamis,Pamarican,Sukamukti
Jawa Barat,Ciamis,Cihaurbeuti,Sukamulya
Jawa Barat,Ciamis,Baregbeg,Sukamulya
Jawa Barat,Ciamis,Purwadadi,Sukamulya
Jawa Barat,Ciamis,Jatinagara,Sukanagara
Jawa Barat,Ciamis,Lakbok,Sukanagara
Jawa Barat,Ciamis,Lumbung,Sukaraharja
Jawa Barat,Ciamis,Sindangkasih,Sukaraja
Jawa Barat,Ciamis,Sindangkasih,Sukaresik
Jawa Barat,Ciamis,Cidolog,Sukasari
Jawa Barat,Ciamis,Tambaksari,Sukasari
Jawa Barat,Ciamis,Banjarsari,Sukasari
Jawa Barat,Ciamis,Sindangkasih,Sukasenang
Jawa Barat,Ciamis,Cihaurbeuti,Sukasetia
Jawa Barat,Ciamis,Cipaku,Sukawening
Jawa Barat,Ciamis,Cihaurbeuti,Sumberjaya
Jawa Barat,Ciamis,Kawali,Talagasari
Jawa Barat,Ciamis,Lakbok,Tambakreja
Jawa Barat,Ciamis,Tambaksari,Tambaksari
Jawa Barat,Ciamis,Rajadesa,Tanjungjaya
Jawa Barat,Ciamis,Cisaga,Tanjungjaya
Jawa Barat,Ciamis,Panumbangan,Tanjungmulya
Jawa Barat,Ciamis,Sadananya,Tanjungsari
Jawa Barat,Ciamis,Rajadesa,Tanjungsari
Jawa Barat,Ciamis,Banjaranyar,Tanjungsari
Jawa Barat,Ciamis,Rajadesa,Tanjungsukur
Jawa Barat,Ciamis,Sukamantri,Tenggerraharja
Jawa Barat,Ciamis,Rajadesa,Tigaherang
Jawa Barat,Ciamis,Cijeungjing,Utama
Jawa Barat,Ciamis,Sindangkasih,Wanasigra
Jawa Barat,Ciamis,Cisaga,Wangunjaya
Jawa Barat,Ciamis,Rancah,Wangunsari
Jawa Barat,Ciamis,Sadananya,Werasari
Jawa Barat,Ciamis,Kawali,Winduraja
Jawa Barat,Ciamis,Panawangan,Kertajaya
Jawa Barat,Ciamis,Tambaksari,Mekarsari
Jawa Barat,Ciamis,Lumbung,Cikupa
Jawa Barat,Ciamis,Pamarican,Neglasari
Jawa Barat,Banjar,Langensari,Bojongkantong
Jawa Barat,Bandung,Regol,Ancol
Jawa Barat,Bandung,Antapani,Antapani Kidul
Jawa Barat,Bandung,Babakan Ciparay,Babakan
Jawa Barat,Sukabumi,Cibeureum,Babakan
Jawa Barat,Sukabumi,Cisaat,Babakan
Jawa Barat,Bandung,Bojongloa Kaler,Babakan Asih
Jawa Barat,Bandung,Cinambo,Babakan Penghulu
Jawa Barat,Bandung,Kiaracondong,Babakan Sari
Jawa Barat,Bandung,Bojongloa Kaler,Babakan Tarogong
Jawa Barat,Bandung,Regol,Balong Gede
Jawa Barat,Bandung Barat,Batujajar,Batujajar Barat
Jawa Barat,Sukabumi,Warudoyong,Benteng
Jawa Barat,Bandung,Batununggal,Binong
Jawa Barat,Bandung,Sumur Bandung,Braga
Jawa Barat,Bandung Barat,Cililin,Budiharja
Jawa Barat,Bandung,Lengkong,Burangrang
Jawa Barat,Bandung,Bandung Kulon,Caringin
Jawa Barat,Bandung,Regol,Ciateul
Jawa Barat,Bandung,Astana Anyar,Cibadak
Jawa Barat,Bandung,Batununggal,Cibangkong
Jawa Barat,Sukabumi,Gunungguruh,Cibentang
Jawa Barat,Sukabumi,Cibeureum,Cibeureum Hilir
Jawa Barat,Bandung,Bandung Kulon,Cibuntu
Jawa Barat,Majalengka,Argapura,Cibunut
Jawa Barat,Sukabumi,Cicantayan,Cicantayan
Jawa Barat,Bandung,Regol,Cigereleng
Jawa Barat,Bandung,Bandung Kulon,Cigondewah Kaler
Jawa Barat,Bandung,Bandung Kulon,Cigondewah Kidul
Jawa Barat,Bandung,Lengkong,Cijagra
Jawa Barat,Bandung Barat,Cipongkor,Cijambu
Jawa Barat,Sukabumi,Kebonpedes,Cikaret
Jawa Barat,Bandung,Lengkong,Cikawao
Jawa Barat,Sukabumi,Citamiang,Cikondang
Jawa Barat,Sukabumi,Cireunghas,Cikurutug
Jawa Barat,Sukabumi,Cikakak,Cileungsing
Jawa Barat,Sukabumi,Cicantayan,Cimanggis
Jawa Barat,Bandung,Panyileukan,Cipadung Kidul
Jawa Barat,Bandung,Panyileukan,Cipadung Kulon
Jawa Barat,Bandung,Panyileukan,Cipadung Wetan
Jawa Barat,Bandung Barat,Cihampelas,Cipatik
Jawa Barat,Sumedang,Darmaraja,Cipeuteuy
Jawa Barat,Bandung,Arcamanik,Cisaranten Endah
Jawa Barat,Bandung,Arcamanik,Cisaranten Kulon
Jawa Barat,Bandung,Cinambo,Cisaranten Wetan
Jawa Barat,Sumedang,Wado,Cisurat
Jawa Barat,Sukabumi,Citamiang,Citamiang
Jawa Barat,Bandung Barat,Cihampelas,Citapen
Jawa Barat,Sumedang,Darmaraja,Darmajaya
Jawa Barat,Bandung,Bandung Kulon,Gempol Sari
Jawa Barat,Bandung,Batununggal,Gumuruh
Jawa Barat,Sukabumi,Gunungpuyuh,Gunung Puyuh
Jawa Barat,Sukabumi,Cikole,Gunungparang
Jawa Barat,Bandung,Bojongloa Kaler,Jamika
Jawa Barat,Bandung,Buahbatu,Jati Sari
Jawa Barat,Sumedang,Jatinangor,Jatiroke
Jawa Barat,Bandung,Astana Anyar,Karang Anyar
Jawa Barat,Bandung,Batununggal,Kebon Gedang
Jawa Barat,Bandung,Kiaracondong,Kebon Jayanti
Jawa Barat,Bandung,Andir,Kebon Jeruk
Jawa Barat,Bandung,Kiaracondong,Kebon Kangkung
Jawa Barat,Bandung,Sumur Bandung,Kebon Pisang
Jawa Barat,Sukabumi,Cikole,Kebonjati
Jawa Barat,Sukabumi,Kebonpedes,Kebonpedes
Jawa Barat,Bandung,Bojongloa Kaler,Kopo
Jawa Barat,Bandung,Lengkong,Lingkar Selatan
Jawa Barat,Bandung,Lengkong,Malabar
Jawa Barat,Bandung,Batununggal,Maleer
Jawa Barat,Sukabumi,Gunungguruh,Mangkalaya
Jawa Barat,Bandung,Panyileukan,Mekar Mulya
Jawa Barat,Bandung Barat,Cihampelas,Mekarmukti
Jawa Barat,Sukabumi,Citamiang,Nanggeleng
Jawa Barat,Sumedang,Darmaraja,Neglasari
Jawa Barat,Bandung,Astana Anyar,Nyengseret
Jawa Barat,Sukabumi,Warudoyong,Nyomplong
Jawa Barat,Sukabumi,Cisaat,Padaasih
Jawa Barat,Bandung,Lengkong,Paledang
Jawa Barat,Bandung,Astana Anyar,Panjunan
Jawa Barat,Bandung,Astana Anyar,Pelindung Hewan
Jawa Barat,Bandung,Regol,Pungkur
Jawa Barat,Sukabumi,Cikakak,Ridogalih
Jawa Barat,Bandung,Batununggal,Samoja
Jawa Barat,Sukabumi,Cikidang,Sampora
Jawa Barat,Bandung Barat,Batujajar,Selacau
Jawa Barat,Sukabumi,Sukaraja,Selawangi
Jawa Barat,Sukabumi,Cicantayan,Sukadamai
Jawa Barat,Sumedang,Jatinunggal,Sirnasari
Jawa Barat,Bandung,Bojongloa Kidul,Situsaeur
Jawa Barat,Sukabumi,Gunungpuyuh,Sriwidari
Jawa Barat,Bandung,Bojongloa Kaler,Suka Asih
Jawa Barat,Bandung,Babakan Ciparay,Sukahaji
Jawa Barat,Sukabumi,Warudoyong,Sukakarya
Jawa Barat,Sukabumi,Cisaat,Sukamantri
Jawa Barat,Sumedang,Darmaraja,Sukamenak
Jawa Barat,Bandung,Cinambo,Sukamulya
Jawa Barat,Bandung,Kiaracondong,Sukapura
Jawa Barat,Sukabumi,Cireunghas,Tegalpanjang
Jawa Barat,Sukabumi,Citamiang,Tipar
Jawa Barat,Bandung,Lengkong,Turangga
Jawa Barat,Sukabumi,Cisolok,Wangunsari
Jawa Barat,Sukabumi,Warudoyong,Warudoyong
Jawa Barat,Bandung,Bandung Kulon,Warung Muncang
Jawa Barat,Kuningan,Kramatmulya,Bojong
Jawa Barat,Kuningan,Kramatmulya,Cibentang
Jawa Barat,Kuningan,Kramatmulya,Cikaso
Jawa Barat,Kuningan,Ciawigebang,Cikubangmulya
Jawa Barat,Kuningan,Kramatmulya,Cilowa
Jawa Barat,Kuningan,Kramatmulya,Gandasoli
Jawa Barat,Kuningan,Kramatmulya,Kalapagunung
Jawa Barat,Kuningan,Kramatmulya,Karangmangu
Jawa Barat,Kuningan,Kramatmulya,Kramatmulya
Jawa Barat,Kuningan,Cipicung,Mekarsari
Jawa Barat,Kuningan,Kramatmulya,Pajambon
Jawa Barat,Kuningan,Kramatmulya,Ragawacana
Jawa Barat,Kuningan,Cipicung,Salareuma
Jawa Barat,Kuningan,Jalaksana,Sidamulya
Jawa Barat,Kuningan,Jalaksana,Sindangbarang
Jawa Barat,Kuningan,Kalimanggis,Wanasaraya
Jawa Barat,Cianjur,Cibeber,Cihaur
Jawa Barat,Cianjur,Cibeber,Cimanggu
Jawa Barat,Cianjur,Cibeber,Cipetir
Jawa Barat,Cianjur,Cibeber,Cisalak
Jawa Barat,Bandung,Margaasih,Lagadar
Jawa Barat,Indramayu,Jatibarang,Lobener Lor
Jawa Barat,Indramayu,Lohbener,Lohbener
Jawa Barat,Majalengka,Jatiwangi,Loji
Jawa Barat,Majalengka,Sumberjaya,Lojikobong
Jawa Barat,Indramayu,Juntinyuat,Lombang
Jawa Barat,Indramayu,Sliyeg,Longok
Jawa Barat,Indramayu,Losarang,Losarang
Jawa Barat,Cirebon,Losari,Losari Kidul
Jawa Barat,Cirebon,Losari,Losari Lor
Jawa Barat,Indramayu,Cikedung,Loyang
Jawa Barat,Cirebon,Palimanan,Lungbenda
Jawa Barat,Cirebon,Plumbon,Lurah
Jawa Barat,Cirebon,Mundu,Luwung
Jawa Barat,Cirebon,Susukan,Luwung Kencana
Jawa Barat,Indramayu,Krangkeng,Luwunggesik
Jawa Barat,Majalengka,Maja,Maja Selatan
Jawa Barat,Majalengka,Maja,Maja Utara
Jawa Barat,Indramayu,Balongan,Majakerta
Jawa Barat,Majalengka,Majalengka,Majalengka Kulon
Jawa Barat,Majalengka,Majalengka,Majalengka Wetan
Jawa Barat,Majalengka,Ligung,Majasari
Jawa Barat,Indramayu,Sliyeg,Majasari
Jawa Barat,Indramayu,Sliyeg,Majasih
Jawa Barat,Majalengka,Palasah,Majasuka
Jawa Barat,Sumedang,Situraja,Malaka
Jawa Barat,Indramayu,Bangodua,Malangsari
Jawa Barat,Indramayu,Jatibarang,Malangsemirang
Jawa Barat,Majalengka,Maja,Malongpong
Jawa Barat,Cirebon,Dukupuntang,Mandala
Jawa Barat,Sumedang,Cimalaka,Mandalaherang
Jawa Barat,Majalengka,Dawuan,Mandapa
Jawa Barat,Indramayu,Terisi,Manggungan
Jawa Barat,Indramayu,Anjatan,Mangunjaya
Jawa Barat,Indramayu,Kertasemaya,Manguntara
Jawa Barat,Indramayu,Indramayu,Margadadi
Jawa Barat,Sumedang,Tanjungsari,Margajaya
Jawa Barat,Sumedang,Sumedang Selatan,Margalaksana
Jawa Barat,Sumedang,Tanjungsari,Margaluyu
Jawa Barat,Sumedang,Sumedang Utara,Margamukti
Jawa Barat,Indramayu,Bongas,Margamulya
Jawa Barat,Cirebon,Plumbon,Marikangen
Jawa Barat,Sumedang,Tomo,Marongge
Jawa Barat,Cirebon,Sumber,Matangaji
Jawa Barat,Cirebon,Gunung Jati,Mayung
Jawa Barat,Cirebon,Weru,Megu Cilik
Jawa Barat,Cirebon,Weru,Megu Gede
Jawa Barat,Sumedang,Sumedang Selatan,Mekar Rahayu
Jawa Barat,Indramayu,Sliyeg,Mekargading
Jawa Barat,Indramayu,Haurgeulis,Mekarjati
Jawa Barat,Majalengka,Kertajati,Mekarjaya
Jawa Barat,Indramayu,Gantar,Mekarjaya
Jawa Barat,Sumedang,Sumedang Utara,Mekarjaya
Jawa Barat,Sumedang,Buahdua,Mekarmukti
Jawa Barat,Majalengka,Kertajati,Mekarmulya
Jawa Barat,Sumedang,Situraja,Mekarmulya
Jawa Barat,Cirebon,Waled,Mekarsari
Jawa Barat,Majalengka,Jatiwangi,Mekarsari
Jawa Barat,Indramayu,Tukdana,Mekarsari
Jawa Barat,Indramayu,Patrol,Mekarsari
Jawa Barat,Sumedang,Sukasari,Mekarsari
Jawa Barat,Majalengka,Argapura,Mekarwangi
Jawa Barat,Sumedang,Tomo,Mekarwangi
Jawa Barat,Indramayu,Gantar,Mekarwaru
Jawa Barat,Cirebon,Gebang,Melakasari
Jawa Barat,Cirebon,Astanajapura,Mertapada Kulon
Jawa Barat,Cirebon,Astanajapura,Mertapada Wetan
Jawa Barat,Cirebon,Gunung Jati,Mertasinga
Jawa Barat,Majalengka,Leuwimunding,Mindi
Jawa Barat,Majalengka,Leuwimunding,Mirat
Jawa Barat,Cirebon,Suranenggala,Muara
Jawa Barat,Sumedang,Tanjungkerta,Mulyamekar
Jawa Barat,Cirebon,Losari,Mulyasari
Jawa Barat,Indramayu,Bangodua,Mulyasari
Jawa Barat,Sumedang,Sumedang Utara,Mulyasari
Jawa Barat,Indramayu,Cikedung,Mundakjaya
Jawa Barat,Indramayu,Karangampel,Mundu
Jawa Barat,Cirebon,Mundu,Mundu Mesigit
Jawa Barat,Cirebon,Mundu,Mundu Pesisir
Jawa Barat,Cirebon,Astanajapura,Munjul
Jawa Barat,Majalengka,Majalengka,Munjul
Jawa Barat,Indramayu,Losarang,Muntur
Jawa Barat,Sumedang,Rancakalong,Nagarawangi
Jawa Barat,Sumedang,Buahdua,Nagrak
Jawa Barat,Sumedang,Cimalaka,Naluk
Jawa Barat,Cirebon,Greged,Nanggela
Jawa Barat,Majalengka,Leuwimunding,Nanggerang
Jawa Barat,Majalengka,Sukahaji,Nanggewer
Jawa Barat,Sumedang,Surian,Nanjung Wangi
Jawa Barat,Sumedang,Conggeang,Narimbang
Jawa Barat,Indramayu,Lelea,Nunuk
Jawa Barat,Sumedang,Cimalaka,Nyalindung
Jawa Barat,Cirebon,Jamblang,Orimalang
Jawa Barat,Indramayu,Indramayu,Pabeanudik
Jawa Barat,Cirebon,Pabedilan,Pabedilan Kaler
Jawa Barat,Cirebon,Pabedilan,Pabedilan Kidul
Jawa Barat,Cirebon,Pabedilan,Pabedilan Kulon
Jawa Barat,Cirebon,Pabedilan,Pabedilan Wetan
Jawa Barat,Cirebon,Pabuaran,Pabuaran Kidul
Jawa Barat,Cirebon,Pabuaran,Pabuaran Lor
Jawa Barat,Cirebon,Pabuaran,Pabuaran Wetan
Jawa Barat,Sumedang,Conggeang,Padaasih
Jawa Barat,Majalengka,Sukahaji,Padahanten
Jawa Barat,Majalengka,Sindangwangi,Padaherang
Jawa Barat,Sumedang,Paseh,Padanan
Jawa Barat,Sumedang,Cimalaka,Padasari
Jawa Barat,Sumedang,Sumedang Utara,Padasuka
Jawa Barat,Majalengka,Kadipaten,Pagandon
Jawa Barat,Indramayu,Tukdana,Pagedangan
Jawa Barat,Majalengka,Maja,Pageraji
Jawa Barat,Indramayu,Pasekan,Pagirikan
Jawa Barat,Sumedang,Cisitu,Pajagan
Jawa Barat,Majalengka,Rajagaluh,Pajajar
Jawa Barat,Cirebon,Klangenan,Pekantingan
Jawa Barat,Sumedang,Darmaraja,Pakualam
Jawa Barat,Majalengka,Kertajati,Pakubeureum
Jawa Barat,Cirebon,Babakan,Pakusamben
Jawa Barat,Majalengka,Sukahaji,Palabuan
Jawa Barat,Sumedang,Ujungjaya,Palabuan
Jawa Barat,Majalengka,Kertajati,Palasah
Jawa Barat,Majalengka,Palasah,Palasah
Jawa Barat,Sumedang,Ujungjaya,Palasari
Jawa Barat,Cirebon,Gempol,Palimanan Barat
Jawa Barat,Cirebon,Palimanan,Palimanan Timur
Jawa Barat,Cirebon,Tengah Tani,Palir
Jawa Barat,Indramayu,Lohbener,Pamayahan
Jawa Barat,Sumedang,Rancakalong,Pamekaran
Jawa Barat,Sumedang,Surian,Pamekarsari
Jawa Barat,Cirebon,Mundu,Pamengkang
Jawa Barat,Cirebon,Plumbon,Pamijahan
Jawa Barat,Sumedang,Situraja,Pamulihan
Jawa Barat,Sumedang,Pamulihan,Pamulihan
Jawa Barat,Majalengka,Sumberjaya,Pancaksuji
Jawa Barat,Cirebon,Plered,Panembahan
Jawa Barat,Sumedang,Rancakalong,Pangadegan
Jawa Barat,Indramayu,Lelea,Pangauban
Jawa Barat,Cirebon,Pangenan,Pangenan
Jawa Barat,Cirebon,Losari,Panggangsari
Jawa Barat,Cirebon,Plered,Pangkalan
Jawa Barat,Indramayu,Losarang,Pangkalan
Jawa Barat,Majalengka,Jatitujuh,Pangkalanpari
Jawa Barat,Cirebon,Panguragan,Pangurangan
Jawa Barat,Cirebon,Panguragan,Pangurangan Kulon
Jawa Barat,Cirebon,Panguragan,Pangurangan Lor
Jawa Barat,Cirebon,Panguragan,Pangurangan Wetan
Jawa Barat,Majalengka,Maja,Paniis
Jawa Barat,Majalengka,Sumberjaya,Paningkiran
Jawa Barat,Majalengka,Sumberjaya,Panjalin Kidul
Jawa Barat,Majalengka,Sumberjaya,Panjalin Lor
Jawa Barat,Cirebon,Lemah Wungkuk,Panjunan
Jawa Barat,Cirebon,Sedong,Panongan
Jawa Barat,Cirebon,Palimanan,Panongan
Jawa Barat,Majalengka,Jatitujuh,Panongan
Jawa Barat,Cirebon,Sedong,Panongan Lor
Jawa Barat,Cirebon,Gegesik,Panunggul
Jawa Barat,Sumedang,Buahdua,Panyindangan
Jawa Barat,Indramayu,Sindang,Panyindangan Kulon
Jawa Barat,Indramayu,Sindang,Panyindangan Wetan
Jawa Barat,Majalengka,Jatitujuh,Panyingkiran
Jawa Barat,Majalengka,Panyingkiran,Panyingkiran
Jawa Barat,Indramayu,Cantigi,Panyingkiran Kidul
Jawa Barat,Indramayu,Cantigi,Panyingkiran Lor
Jawa Barat,Indramayu,Indramayu,Paoman
Jawa Barat,Majalengka,Leuwimunding,Parakan
Jawa Barat,Majalengka,Sumberjaya,Parapatan
Jawa Barat,Indramayu,Kandanghaur,Pareangirang
Jawa Barat,Majalengka,Leuwimunding,Parungjaya
Jawa Barat,Cirebon,Sumber,Pasalakan
Jawa Barat,Cirebon,Plumbon,Pasanggrahan
Jawa Barat,Majalengka,Maja,Pasanggrahan
Jawa Barat,Sumedang,Sumedang Selatan,Pasanggrahan Baru
Jawa Barat,Cirebon,Susukan Lebak,Pasawahan
Jawa Barat,Sumedang,Paseh,Paseh Kaler
Jawa Barat,Sumedang,Paseh,Pasehkidul
Jawa Barat,Indramayu,Pasekan,Pasekan
Jawa Barat,Sumedang,Tanjungsari,Pasigaran
Jawa Barat,Cirebon,Gunung Jati,Pasindangan
Jawa Barat,Majalengka,Jatitujuh,Pasindangan
Jawa Barat,Majalengka,Palasah,Pasir
Jawa Barat,Majalengka,Sindang,Pasirayu
Jawa Barat,Sumedang,Rancakalong,Pasirbiru
Jawa Barat,Majalengka,Kertajati,Pasiripis
Jawa Barat,Majalengka,Dawuan,Pasirmalati
Jawa Barat,Majalengka,Panyingkiran,Pasirmuncang
Jawa Barat,Sumedang,Paseh,Pasirreungit
Jawa Barat,Cirebon,Pabedilan,Pasuruan
Jawa Barat,Cirebon,Beber,Patapan
Jawa Barat,Indramayu,Patrol,Patrol
Jawa Barat,Indramayu,Patrol,Patrol Baru
Jawa Barat,Indramayu,Patrol,Patrol Lor
Jawa Barat,Majalengka,Leuwimunding,Patuanan
Jawa Barat,Indramayu,Jatibarang,Pawidean
Jawa Barat,Majalengka,Rajagaluh,Payung
Jawa Barat,Cirebon,Kapetakan,Pegagan Lor
Jawa Barat,Cirebon,Palimanan,Pegagan
Jawa Barat,Indramayu,Losarang,Pegagan
Jawa Barat,Cirebon,Kapetakan,Pegagan Kidul
Jawa Barat,Cirebon,Lemah Wungkuk,Pegambiran
Jawa Barat,Cirebon,Sumber,Pejambon
Jawa Barat,Cirebon,Pekalipan,Pekalangan
Jawa Barat,Cirebon,Pekalipan,Pekalipan
Jawa Barat,Indramayu,Indramayu,Pekandangan
Jawa Barat,Indramayu,Indramayu,Pekandangan Jaya
Jawa Barat,Cirebon,Kesambi,Pekiringan
Jawa Barat,Cirebon,Gebang,Playangan
Jawa Barat,Cirebon,Sedong,Panambangan
Jawa Barat,Indramayu,Sindang,Penganjang
Jawa Barat,Cirebon,Pangenan,Pengarengan
Jawa Barat,Cirebon,Mundu,Penpen
Jawa Barat,Cirebon,Sumber,Perbutulan
Jawa Barat,Cirebon,Lemahabang,Picungpugur
Jawa Barat,Cirebon,Kedawung,Pilangsari
Jawa Barat,Majalengka,Jatitujuh,Pilangsari
Jawa Barat,Indramayu,Jatibarang,Pilangsari
Jawa Barat,Majalengka,Jatiwangi,Pinangraja
Jawa Barat,Indramayu,Bongas,Plawangan
Jawa Barat,Indramayu,Terisi,Plosokerep
Jawa Barat,Cirebon,Plumbon,Plumbon
Jawa Barat,Indramayu,Indramayu,Plumbon
Jawa Barat,Indramayu,Juntinyuat,Pondoh
Jawa Barat,Cirebon,Kaliwedi,Prajawinangun Kulon
Jawa Barat,Cirebon,Kaliwedi,Prajawinangun Wetan
Jawa Barat,Indramayu,Arahan,Pranggong
Jawa Barat,Indramayu,Kandanghaur,Pranti
Jawa Barat,Indramayu,Karangampel,Pringgacala
Jawa Barat,Cirebon,Pekalipan,Pulasaren
Jawa Barat,Indramayu,Losarang,Puntang
Jawa Barat,Cirebon,Plumbon,Purbawinangun
Jawa Barat,Indramayu,Krangkeng,Purwajaya
Jawa Barat,Cirebon,Suranenggala,Purwawinangun
Jawa Barat,Cirebon,Sedong,Putat
Jawa Barat,Majalengka,Jatitujuh,Putridalem
Jawa Barat,Majalengka,Rajagaluh,Rajagaluh
Jawa Barat,Majalengka,Rajagaluh,Rajagaluh Kidul
Jawa Barat,Majalengka,Rajagaluh,Rajagaluh Lor
Jawa Barat,Indramayu,Losarang,Rajaiyang
Jawa Barat,Indramayu,Terisi,Rajasinga
Jawa Barat,Majalengka,Leuwimunding,Rajawangi
Jawa Barat,Indramayu,Lohbener,Rambatan Kulon
Jawa Barat,Indramayu,Sindang,Rambatan Wetan
Jawa Barat,Indramayu,Gabuswetan,Rancahan
Jawa Barat,Indramayu,Tukdana,Rancajawat
Jawa Barat,Sumedang,Rancakalong,Rancakalong
Jawa Barat,Indramayu,Gabuswetan,Rancamulya
Jawa Barat,Sumedang,Sumedang Utara,Rancamulya
Jawa Barat,Majalengka,Sumberjaya,Rancaputat
Jawa Barat,Indramayu,Bangodua,Rancasari
Jawa Barat,Majalengka,Jatitujuh,Randegan Kulon
Jawa Barat,Majalengka,Jatitujuh,Randegan Wetan
Jawa Barat,Sumedang,Surian,Ranggasari
Jawa Barat,Indramayu,Losarang,Ranjeng
Jawa Barat,Sumedang,Cisitu,Ranjeng
Jawa Barat,Majalengka,Kasokandel,Ranji Kulon
Jawa Barat,Majalengka,Kasokandel,Ranji Wetan
Jawa Barat,Indramayu,Balongan,Rawadalem
Jawa Barat,Cirebon,Arjawinangun,Rawagatel
Jawa Barat,Cirebon,Pangenan,Rawaurip
Jawa Barat,Sumedang,Sumedang Selatan,Regolwetan
Jawa Barat,Majalengka,Argapura,Sadasari
Jawa Barat,Majalengka,Rajagaluh,Sadomas
Jawa Barat,Majalengka,Kertajati,Sahbandar
Jawa Barat,Sumedang,Ujungjaya,Sakurjaya
Jawa Barat,Majalengka,Sukahaji,Salagedang
Jawa Barat,Indramayu,Anjatan,Salamdarma
Jawa Barat,Majalengka,Dawuan,Salawana
Jawa Barat,Cirebon,Gunung Jati,Sambeng
Jawa Barat,Indramayu,Juntinyuat,Sambimaya
Jawa Barat,Cirebon,Susukan Lebak,Sampih
Jawa Barat,Cirebon,Talun,Sampiran
Jawa Barat,Indramayu,Gantar,Sanca
Jawa Barat,Majalengka,Sindang,Sangkanhurip
Jawa Barat,Indramayu,Losarang,Santing
Jawa Barat,Cirebon,Plered,Sarabau
Jawa Barat,Cirebon,Lemahabang,Sarajaya
Jawa Barat,Cirebon,Talun,Sarwadadi
Jawa Barat,Cirebon,Sedong,Sedong Kidul
Jawa Barat,Cirebon,Sedong,Sedong Lor
Jawa Barat,Indramayu,Juntinyuat,Segeran Kidul
Jawa Barat,Indramayu,Juntinyuat,Segeran Lor
Jawa Barat,Indramayu,Gabuswetan,Sekarmulya
Jawa Barat,Sumedang,Buahdua,Sekarwangi
Jawa Barat,Cirebon,Palimanan,Semplo
Jawa Barat,Cirebon,Sumber,Sendang
Jawa Barat,Indramayu,Karangampel,Sendang
Jawa Barat,Cirebon,Arjawinangun,Sende
Jawa Barat,Majalengka,Sumberjaya,Sepat
Jawa Barat,Cirebon,Klangenan,Serang
Jawa Barat,Sumedang,Cimalaka,Serang
Jawa Barat,Cirebon,Babakan,Serang Kulon
Jawa Barat,Cirebon,Babakan,Serang Wetan
Jawa Barat,Cirebon,Weru,Setu Kulon
Jawa Barat,Cirebon,Weru,Setu Wetan
Jawa Barat,Cirebon,Mundu,Setupatok
Jawa Barat,Cirebon,Karangwareng,Seuseupan
Jawa Barat,Cirebon,Gegesik,Sibubut
Jawa Barat,Indramayu,Haurgeulis,Sidadadi
Jawa Barat,Majalengka,Majalengka,Sidamukti
Jawa Barat,Cirebon,Astanajapura,Sidamulya
Jawa Barat,Indramayu,Bongas,Sidamulya
Jawa Barat,Cirebon,Pabedilan,Sidaresmi
Jawa Barat,Cirebon,Sumber,Sidawangi
Jawa Barat,Cirebon,Lemahabang,Sigong
Jawa Barat,Cirebon,Pabedilan,Silihasih
Jawa Barat,Majalengka,Cigasong,Simpeureum
Jawa Barat,Cirebon,Mundu,Sinarancang
Jawa Barat,Majalengka,Dawuan,Sinarjati
Jawa Barat,Indramayu,Sindang,Sindang
Jawa Barat,Cirebon,Greged,Sindang Kempeng
Jawa Barat,Majalengka,Palasah,Sindanghaji
